1,0.574,,,,,
1,0.784,,,,,
1,0.623,,,,,
3,1.481,,,,,
3,1.614,,,,,
2,2.289,,,,,
2,1.084,,,,,
2,1.005,,,,,
1,0.656,,,,,
2,1.188,,,,,
1,0.71,,,,,
1,0.512,,,,,
1,1.512,,,,,
2,0.955,,,,,
2,1.334,,,,,
2,1,,,,,
1,1.695,,,,,
1,0.712,,,,,
2,1.272,,,,,
2,0.894,,,,,
1,0.501,,,,,
2,0.942,,,,,
1,0.652,,,,,
1,0.617,,,,,
1,0.437,,,,,
2,1.527,,,,,
2,1.014,,,,,
1,0.4,,,,,
0,0.001,,,,,
2,1.555,,,,,
1,0.747,,,,,
1,0.667,,,,,
1,0.994,,,,,
1,1.001,,,,,
1,0.721,,,,,
3,6.64,,,,,
3,2.023,,,,,
3,1.681,,,,,
3,2.848,,,,,
1,0.744,,,,,
3,1.569,,,,,
3,2.427,,,,,
1,0.707,,,,,
1,0.582,,,,,
1,0.83,,,,,
3,2.837,,,,,
3,1.347,,,,,
3,1.272,,,,,
3,1.898,,,,,
3,2.295,,,,,
2,1.535,,,,,
1,0.666,,,,,
1,0.791,,,,,
2,1.992,,,,,
2,0.976,,,,,
1,0.8,,,,,
3,1.464,,,,,
3,1.43,,,,,
3,1.986,,,,,
1,1.155,,,,,
1,1.03,,,,,
1,0.627,,,,,
2,1.282,,,,,
3,1.39,,,,,
2,4.262,,,,,
3,1.485,,,,,
3,1.764,,,,,
1,1.324,,,,,
3,13.316,,,,,
2,84.051,,,,,
0,0.002,,,,,
3,2.881,,,,,
3,1.239,,,,,
3,2.161,,,,,
3,1.315,,,,,
1,0.449,,,,,
3,2.946,,,,,
3,4.812,,,,,
1,3.57,,,,,
1,0.684,,,,,
1,0.883,,,,,
2,16.336,,,,,
1,12.354,,,,,
3,2.346,,,,,
3,1.415,,,,,
1,0.861,,,,,
3,1.604,,,,,
1,0.994,,,,,
1,0.659,,,,,
1,0.545,,,,,
3,1.711,,,,,
2,0.879,,,,,
1,0.741,,,,,
0,0.001,,,,,
1,0.939,,,,,
1,0.879,,,,,
3,2.167,,,,,
3,1.626,,,,,
2,1.162,,,,,
3,1.233,,,,,
2,1.083,,,,,
0,0.002,,,,,
1,1.1,,,,,
1,0.921,,,,,
1,0.38,,,,,
0,0.002,,,,,
3,1.891,,,,,
3,1.247,,,,,
2,1.342,,,,,
1,0.563,,,,,
1,0.413,,,,,
1,0.543,,,,,
3,1.368,,,,,
3,1.243,,,,,
2,0.731,,,,,
2,2.17,,,,,
3,1.158,,,,,
1,0.745,,,,,
3,1.287,,,,,
3,1.713,,,,,
3,1.072,,,,,
3,6.714,,,,,
2,4.155,,,,,
3,6.525,,,,,
3,2.341,,,,,
3,2.116,,,,,
3,1.218,,,,,
1,1.282,,,,,
0,0.001,,,,,
1,0.499,,,,,
3,1.418,,,,,
0,0.001,,,,,
3,2.103,,,,,
3,1.472,,,,,
2,1.796,,,,,
3,1.835,,,,,
2,0.868,,,,,
2,1.124,,,,,
1,1.222,,,,,
3,1.955,,,,,
2,1.492,,,,,
1,0.38,,,,,
0,0.002,,,,,
1,0.53,,,,,
2,0.728,,,,,
3,2.153,,,,,
3,1.902,,,,,
2,1.242,,,,,
3,2.299,,,,,
2,1.064,,,,,
0,0.001,,,,,
1,0.677,,,,,
2,1.513,,,,,
2,1.089,,,,,
0,0.002,,,,,
3,1.201,,,,,
3,2.552,,,,,
2,1,,,,,
1,0.768,,,,,
1,0.525,,,,,
1,0.494,,,,,
2,2.296,,,,,
3,2.027,,,,,
2,7.133,,,,,
2,1.16,,,,,
3,1.716,,,,,
1,0.493,,,,,
3,1.978,,,,,
2,0.834,,,,,
3,1.295,,,,,
3,1.783,,,,,
2,1.275,,,,,
3,1.385,,,,,
3,1.693,,,,,
3,1.577,,,,,
3,1.446,,,,,
1,0.555,,,,,
0,0.001,,,,,
1,1.088,,,,,
2,1.873,,,,,
0,0.002,,,,,
3,2.821,,,,,
3,6.349,,,,,
2,1.228,,,,,
2,1.007,,,,,
2,0.92,,,,,
2,1.868,,,,,
1,0.487,,,,,
1,0.589,,,,,
1,0.59,,,,,
2,1.146,,,,,
1,0.782,,,,,
1,0.638,,,,,
2,1.281,,,,,
2,0.954,,,,,
1,1.337,,,,,
1,0.509,,,,,
1,1.3,,,,,
1,1.827,,,,,
2,1.191,,,,,
1,0.592,,,,,
1,0.923,,,,,
1,0.75,,,,,
2,1.793,,,,,
1,0.412,,,,,
2,1.206,,,,,
2,1.449,,,,,
2,1.078,,,,,
2,1.476,,,,,
2,0.953,,,,,
1,1.202,,,,,
2,1.273,,,,,
1,0.802,,,,,
1,0.937,,,,,
1,0.38,,,,,
2,8.065,,,,,
2,1.764,,,,,
2,1.158,,,,,
1,1.387,,,,,
2,1.328,,,,,
1,2.544,,,,,
1,0.678,,,,,
2,0.81,,,,,
2,0.857,,,,,
2,1.375,,,,,
2,0.986,,,,,
1,0.483,,,,,
1,0.503,,,,,
1,0.532,,,,,
1,0.467,,,,,
2,1.408,,,,,
2,0.706,,,,,
2,2.133,,,,,
1,0.52,,,,,
2,0.877,,,,,
1,2.604,,,,,
2,0.887,,,,,
2,0.764,,,,,
2,0.664,,,,,
2,1.356,,,,,
2,1.086,,,,,
1,0.875,,,,,
2,1.012,,,,,
2,1.195,,,,,
2,0.894,,,,,
2,1.306,,,,,
1,0.433,,,,,
1,0.657,,,,,
2,1.268,,,,,
2,0.857,,,,,
2,0.804,,,,,
3,3.52,,,,,
2,1.31,,,,,
3,2.208,,,,,
3,2.071,,,,,
1,0.396,,,,,
2,1.347,,,,,
2,1.014,,,,,
1,0.887,,,,,
1,0.42,,,,,
3,1.771,,,,,
2,1.238,,,,,
2,1.081,,,,,
2,1.169,,,,,
2,1.857,,,,,
1,0.778,,,,,
1,0.338,,,,,
1,0.559,,,,,
1,0.368,,,,,
2,1.197,,,,,
2,7.212,,,,,
2,1.256,,,,,
1,0.773,,,,,
1,2.061,,,,,
1,0.454,,,,,
2,1.633,,,,,
2,1.442,,,,,
3,2.135,,,,,
2,1.214,,,,,
2,1.333,,,,,
1,0.587,,,,,
2,4.653,,,,,
2,1.532,,,,,
3,1.524,,,,,
2,1.432,,,,,
2,1.282,,,,,
2,1.931,,,,,
2,1.115,,,,,
2,0.833,,,,,
2,1.061,,,,,
2,1.323,,,,,
1,1.207,,,,,
1,0.632,,,,,
2,0.94,,,,,
2,1.653,,,,,
2,1.837,,,,,
1,1.464,,,,,
0,0.001,,,,,
1,2.215,,,,,
0,0.001,,,,,
0,0.002,,,,,
0,0.005,,,,,
1,1.566,,,,,
0,0.001,,,,,
0,0.001,,,,,
1,5.76,,,,,
0,0.001,,,,,
0,0.001,,,,,
1,1.036,,,,,
1,0.865,,,,,
0,0.001,,,,,
1,0.529,,,,,
1,1.322,,,,,
1,1.502,,,,,
0,0.001,,,,,
0,0.001,,,,,
0,0.004,,,,,
1,2.369,,,,,
1,2.334,,,,,
1,0.761,,,,,
0,0.002,,,,,
0,0.003,,,,,
0,0.001,,,,,
0,0.001,,,,,
1,2.582,,,,,
2,3.803,,,,,
2,4.225,,,,,
0,0.003,,,,,
3,3.22,,,,,
0,0.004,,,,,
3,4.531,,,,,
3,4.06,,,,,
3,3.56,,,,,
3,3.453,,,,,
3,4.113,,,,,
0,0.002,,,,,
3,4.786,,,,,
1,2.55,,,,,
3,3.372,,,,,
3,16.81,,,,,
0,0.002,,,,,
3,3.374,,,,,
0,0.002,,,,,
3,6.739,,,,,
3,3.367,,,,,
3,2.391,,,,,
3,3.674,,,,,
2,1.501,,,,,
2,1.594,,,,,
2,0.785,,,,,
2,1.288,,,,,
1,0.806,,,,,
2,1.322,,,,,
1,0.621,,,,,
0,0.002,,,,,
3,1.665,,,,,
0,0.002,,,,,
2,1.061,,,,,
2,0.829,,,,,
2,0.978,,,,,
1,0.889,,,,,
2,11.358,,,,,
1,0.908,,,,,
3,1.28,,,,,
0,0.001,,,,,
2,0.788,,,,,
2,2.627,,,,,
3,2.14,,,,,
2,1.111,,,,,
2,1.337,,,,,
1,1.341,,,,,
0,0.002,,,,,
0,0.002,,,,,
0,0.002,,,,,
2,0.92,,,,,
2,1.304,,,,,
2,0.756,,,,,
1,0.462,,,,,
2,1.128,,,,,
0,0.002,,,,,
2,1.031,,,,,
2,1.052,,,,,
2,0.575,,,,,
2,0.734,,,,,
2,1.36,,,,,
1,0.478,,,,,
2,1.023,,,,,
2,1.375,,,,,
2,1.665,,,,,
2,0.834,,,,,
0,0.002,,,,,
3,1.481,,,,,
1,0.591,,,,,
2,1.184,,,,,
3,1.709,,,,,
2,1.247,,,,,
2,1.276,,,,,
3,8.13,,,,,
2,1.328,,,,,
3,2.273,,,,,
3,2.612,,,,,
1,0.785,,,,,
2,1.674,,,,,
2,1.376,,,,,
0,0.002,,,,,
4,2.893,,,,,
0,0.002,,,,,
3,1.325,,,,,
2,1.046,,,,,
2,1.423,,,,,
2,1.573,,,,,
2,0.927,,,,,
1,1.003,,,,,
4,4.141,,,,,
0,0.002,,,,,
1,0.869,,,,,
1,1.248,,,,,
4,3.307,,,,,
2,1.669,,,,,
2,1.113,,,,,
2,0.846,,,,,
0,0.002,,,,,
0,0.001,,,,,
0,0.001,,,,,
2,1.202,,,,,
2,0.717,,,,,
3,2.166,,,,,
2,1.563,,,,,
2,0.767,,,,,
0,0.002,,,,,
2,1.421,,,,,
2,1.505,,,,,
3,1.988,,,,,
2,1.13,,,,,
2,0.982,,,,,
2,1.376,,,,,
2,1.397,,,,,
2,1.052,,,,,
2,0.89,,,,,
2,1.345,,,,,
0,0.002,,,,,
4,2.498,,,,,
1,0.802,,,,,
2,1.727,,,,,
4,1.849,,,,,
2,0.796,,,,,
2,1.41,,,,,
0,0.001,,,,,
3,2.54,,,,,
0,0.002,,,,,
0,0.001,,,,,
0,0.001,,,,,
3,1.586,,,,,
1,0.721,,,,,
3,1.658,,,,,
0,0.001,,,,,
3,2.054,,,,,
3,1.231,,,,,
1,0.436,,,,,
2,1.241,,,,,
2,1.217,,,,,
2,1.372,,,,,
0,0.002,,,,,
0,0.002,,,,,
2,2.362,,,,,
2,1.535,,,,,
2,1.155,,,,,
1,0.729,,,,,
2,1.155,,,,,
2,1.023,,,,,
2,1.208,,,,,
1,0.658,,,,,
2,1.309,,,,,
2,1.515,,,,,
2,2.2,,,,,
2,1.328,,,,,
2,0.923,,,,,
2,1.243,,,,,
1,0.638,,,,,
2,1.582,,,,,
1,0.508,,,,,
2,0.964,,,,,
2,1.102,,,,,
2,1.26,,,,,
0,0.001,,,,,
2,0.959,,,,,
2,4.614,,,,,
2,1.026,,,,,
2,0.916,,,,,
1,0.523,,,,,
3,1.272,,,,,
1,0.543,,,,,
1,0.916,,,,,
0,0.002,,,,,
3,1.571,,,,,
1,0.855,,,,,
2,1.234,,,,,
1,0.542,,,,,
3,2.291,,,,,
3,1.257,,,,,
1,0.3,,,,,
3,1.323,,,,,
2,0.607,,,,,
2,1.272,,,,,
1,0.417,,,,,
1,0.513,,,,,
2,1.269,,,,,
3,1.562,,,,,
3,1.234,,,,,
1,0.977,,,,,
3,1.469,,,,,
3,2.249,,,,,
2,1.099,,,,,
1,1.204,,,,,
3,1.525,,,,,
3,3.231,,,,,
3,0.928,,,,,
1,0.396,,,,,
3,1.395,,,,,
3,1.794,,,,,
1,0.566,,,,,
3,2.299,,,,,
1,0.6,,,,,
3,2.485,,,,,
3,1.576,,,,,
2,0.985,,,,,
0,0.001,,,,,
3,2.662,,,,,
2,0.741,,,,,
3,2.487,,,,,
3,1.489,,,,,
2,1.239,,,,,
3,1.49,,,,,
2,0.797,,,,,
2,0.575,,,,,
0,0.002,,,,,
3,1.109,,,,,
2,1.451,,,,,
3,2.226,,,,,
2,0.919,,,,,
3,2.106,,,,,
3,3.768,,,,,
2,0.993,,,,,
3,1.262,,,,,
2,0.771,,,,,
3,3.865,,,,,
1,0.6,,,,,
1,0.392,,,,,
3,1.539,,,,,
3,1.516,,,,,
3,4.464,,,,,
2,0.924,,,,,
1,2.808,,,,,
3,2.343,,,,,
2,1.443,,,,,
2,2.042,,,,,
3,3.302,,,,,
3,7.047,,,,,
1,0.534,,,,,
2,2.343,,,,,
3,2.277,,,,,
3,2.192,,,,,
2,4.197,,,,,
3,7.574,,,,,
1,0.519,,,,,
3,12.061,,,,,
3,6.771,,,,,
3,0.931,,,,,
0,0.001,,,,,
1,0.342,,,,,
3,0.915,,,,,
3,1.551,,,,,
3,1.426,,,,,
0,0.001,,,,,
3,1.614,,,,,
0,0.001,,,,,
0,0.001,,,,,
3,1.4,,,,,
1,0.674,,,,,
2,1.03,,,,,
2,1.786,,,,,
2,17.159,,,,,
0,0.001,,,,,
3,1.264,,,,,
3,1.335,,,,,
1,0.584,,,,,
3,1.72,,,,,
2,2.265,,,,,
2,1.114,,,,,
2,0.933,,,,,
0,0.002,,,,,
0,0.001,,,,,
2,0.831,,,,,
3,1.576,,,,,
3,1.629,,,,,
1,0.629,,,,,
2,6.469,,,,,
2,0.738,,,,,
2,1.048,,,,,
3,1.465,,,,,
3,1.588,,,,,
1,0.408,,,,,
1,0.599,,,,,
3,1.642,,,,,
2,1.374,,,,,
3,1.549,,,,,
3,2.886,,,,,
1,0.406,,,,,
3,1.748,,,,,
3,2.092,,,,,
1,1.889,,,,,
3,2.382,,,,,
2,1.842,,,,,
3,1.753,,,,,
3,1.283,,,,,
2,1.074,,,,,
2,0.849,,,,,
3,1.407,,,,,
2,0.54,,,,,
3,1.373,,,,,
3,2.095,,,,,
1,1.005,,,,,
2,2.179,,,,,
1,0.621,,,,,
1,0.99,,,,,
2,1.241,,,,,
1,0.799,,,,,
2,1.259,,,,,
3,1.438,,,,,
2,0.905,,,,,
1,0.809,,,,,
2,1.056,,,,,
2,1.049,,,,,
1,1.048,,,,,
2,2.229,,,,,
2,1.447,,,,,
3,11.509,,,,,
2,2.033,,,,,
1,0.653,,,,,
1,0.751,,,,,
3,1.52,,,,,
2,0.977,,,,,
2,1.316,,,,,
1,0.741,,,,,
2,0.919,,,,,
2,0.995,,,,,
2,0.837,,,,,
1,0.431,,,,,
2,0.854,,,,,
1,0.475,,,,,
1,0.483,,,,,
2,0.767,,,,,
2,1.56,,,,,
2,1.001,,,,,
1,0.549,,,,,
2,1.3,,,,,
2,0.978,,,,,
2,0.816,,,,,
1,0.428,,,,,
2,1.002,,,,,
2,1.087,,,,,
2,1.503,,,,,
2,1.066,,,,,
2,1.113,,,,,
3,1.475,,,,,
1,0.59,,,,,
3,1.599,,,,,
2,1.581,,,,,
2,1.387,,,,,
0,0.002,,,,,
2,1.937,,,,,
0,0.002,,,,,
0,0.001,,,,,
3,1.551,,,,,
2,1.89,,,,,
1,0.912,,,,,
2,1.666,,,,,
3,1.923,,,,,
2,3.513,,,,,
0,0.001,,,,,
2,0.921,,,,,
2,1.419,,,,,
1,1.425,,,,,
2,1.309,,,,,
2,2.065,,,,,
3,5.692,,,,,
2,2.254,,,,,
1,1.761,,,,,
1,4.244,,,,,
3,2.117,,,,,
2,1.919,,,,,
2,0.96,,,,,
1,0.763,,,,,
2,1.872,,,,,
2,1.639,,,,,
2,1.226,,,,,
1,0.218,,,,,
2,1.292,,,,,
1,1.189,,,,,
1,1.084,,,,,
2,1.169,,,,,
2,2.161,,,,,
2,1.399,,,,,
1,0.337,,,,,
2,1.096,,,,,
2,1.107,,,,,
2,1.148,,,,,
1,0.403,,,,,
2,0.846,,,,,
2,0.957,,,,,
2,1.953,,,,,
2,1.085,,,,,
2,0.863,,,,,
3,2.358,,,,,
3,1.616,,,,,
1,0.791,,,,,
3,1.192,,,,,
2,6.854,,,,,
2,1.885,,,,,
3,1.44,,,,,
2,1.172,,,,,
3,2.382,,,,,
1,0.631,,,,,
3,1.646,,,,,
2,1.23,,,,,
3,1.354,,,,,
3,1.563,,,,,
3,1.9,,,,,
1,0.945,,,,,
3,1.812,,,,,
2,6.656,,,,,
2,1.741,,,,,
3,1.645,,,,,
0,0.002,,,,,
0,0.002,,,,,
2,2.177,,,,,
3,1.466,,,,,
3,1.565,,,,,
1,1.143,,,,,
3,2.398,,,,,
3,2.032,,,,,
3,1.715,,,,,
1,1.113,,,,,
3,1.766,,,,,
2,1.019,,,,,
1,0.871,,,,,
3,1.312,,,,,
3,1.403,,,,,
3,21.111,,,,,
1,0.579,,,,,
2,1.385,,,,,
3,1.834,,,,,
3,1.475,,,,,
1,1.242,,,,,
3,1.426,,,,,
1,0.807,,,,,
3,1.467,,,,,
3,1.562,,,,,
3,1.818,,,,,
2,1.208,,,,,
2,3.323,,,,,
1,0.53,,,,,
2,1.156,,,,,
3,1.725,,,,,
3,2.054,,,,,
4,6.324,,,,,
3,3.479,,,,,
4,2.067,,,,,
4,1.952,,,,,
4,1.475,,,,,
3,1.38,,,,,
0,0.001,,,,,
4,3.46,,,,,
3,1.978,,,,,
4,2.155,,,,,
4,1.816,,,,,
3,1.46,,,,,
3,1.296,,,,,
0,0.001,,,,,
3,5.063,,,,,
3,3.868,,,,,
3,3.834,,,,,
4,1.888,,,,,
4,2.229,,,,,
3,6.772,,,,,
3,1.066,,,,,
3,1.395,,,,,
0,0.001,,,,,
3,1.885,,,,,
3,1.255,,,,,
2,1.013,,,,,
0,0.002,,,,,
3,1.794,,,,,
3,3.531,,,,,
3,1.559,,,,,
3,4.282,,,,,
2,1.237,,,,,
2,1.487,,,,,
0,0.002,,,,,
2,1.314,,,,,
1,0.354,,,,,
2,0.774,,,,,
2,0.665,,,,,
2,6.277,,,,,
2,0.953,,,,,
2,0.873,,,,,
2,0.878,,,,,
2,1.294,,,,,
3,1.94,,,,,
2,3.138,,,,,
3,2.251,,,,,
0,0.002,,,,,
2,2.096,,,,,
2,2.645,,,,,
2,1.245,,,,,
3,3.748,,,,,
3,1.744,,,,,
0,0.002,,,,,
3,2.804,,,,,
2,1.205,,,,,
2,6.405,,,,,
2,3.834,,,,,
2,1.447,,,,,
3,1.919,,,,,
3,6.158,,,,,
0,0.002,,,,,
2,1.087,,,,,
2,1.467,,,,,
2,0.864,,,,,
3,6.383,,,,,
3,1.293,,,,,
1,1.791,,,,,
0,0.002,,,,,
3,2.789,,,,,
2,1.152,,,,,
3,12.541,,,,,
2,2.504,,,,,
1,1.574,,,,,
2,1.076,,,,,
2,0.789,,,,,
0,0.002,,,,,
2,1.164,,,,,
1,0.742,,,,,
2,2.926,,,,,
2,1.141,,,,,
2,1.193,,,,,
2,1.421,,,,,
2,1.695,,,,,
2,1.037,,,,,
2,1.562,,,,,
2,1.454,,,,,
2,10.159,,,,,
4,2.027,,,,,
2,1.716,,,,,
4,2.995,,,,,
4,1.819,,,,,
2,3.297,,,,,
2,1.673,,,,,
0,0.002,,,,,
2,2.78,,,,,
2,1.656,,,,,
2,0.87,,,,,
4,2.262,,,,,
2,7.692,,,,,
2,8.032,,,,,
0,0.002,,,,,
2,1.996,,,,,
2,2.663,,,,,
2,23.683,,,,,
2,2.246,,,,,
2,81.897,,,,,
2,5.291,,,,,
2,0.909,,,,,
0,0.001,,,,,
2,1.268,,,,,
2,1.133,,,,,
2,1.137,,,,,
1,0.74,,,,,
2,1.186,,,,,
1,1.113,,,,,
0,0.002,,,,,
2,1.144,,,,,
2,1.196,,,,,
2,1.096,,,,,
1,0.436,,,,,
1,1.439,,,,,
2,1.664,,,,,
2,1.456,,,,,
0,0.001,,,,,
2,0.979,,,,,
1,0.363,,,,,
2,0.866,,,,,
2,1.387,,,,,
2,0.914,,,,,
2,2.128,,,,,
2,0.794,,,,,
1,0.422,,,,,
2,1.123,,,,,
2,1.955,,,,,
2,1.133,,,,,
3,1.161,,,,,
2,2.129,,,,,
3,1.098,,,,,
3,0.995,,,,,
3,1.197,,,,,
2,1.008,,,,,
3,1.272,,,,,
2,0.782,,,,,
3,1.358,,,,,
3,1.192,,,,,
2,0.618,,,,,
2,1.215,,,,,
2,0.829,,,,,
2,1.128,,,,,
2,2.809,,,,,
3,1.693,,,,,
3,1.466,,,,,
3,1.424,,,,,
2,0.803,,,,,
2,0.607,,,,,
2,0.671,,,,,
3,1.253,,,,,
3,1.207,,,,,
3,7.579,,,,,
2,1.12,,,,,
1,0.976,,,,,
1,1.068,,,,,
1,0.834,,,,,
3,2.062,,,,,
1,0.796,,,,,
1,0.571,,,,,
1,0.5,,,,,
1,0.705,,,,,
1,0.947,,,,,
1,0.969,,,,,
0,0.001,,,,,
1,0.835,,,,,
1,0.732,,,,,
3,1.168,,,,,
1,0.989,,,,,
3,1.417,,,,,
1,0.863,,,,,
1,0.51,,,,,
1,1.577,,,,,
1,0.521,,,,,
2,1.11,,,,,
2,0.74,,,,,
2,1.184,,,,,
2,5.732,,,,,
2,0.811,,,,,
2,9.889,,,,,
2,1.258,,,,,
1,0.58,,,,,
2,1.544,,,,,
2,5.926,,,,,
2,1.823,,,,,
2,1.955,,,,,
2,8.057,,,,,
1,0.751,,,,,
1,0.524,,,,,
2,0.993,,,,,
2,1.385,,,,,
2,4.43,,,,,
1,0.45,,,,,
2,0.877,,,,,
2,0.666,,,,,
2,4.808,,,,,
2,1.055,,,,,
2,0.855,,,,,
2,50.135,,,,,
2,0.715,,,,,
1,1.57,,,,,
2,1.052,,,,,
2,2.651,,,,,
2,1.14,,,,,
2,3.662,,,,,
1,0.724,,,,,
2,6.473,,,,,
2,3.38,,,,,
2,2.945,,,,,
0,0.001,,,,,
2,2.13,,,,,
2,2.763,,,,,
2,4.455,,,,,
1,0.474,,,,,
2,0.954,,,,,
2,1.164,,,,,
1,1.947,,,,,
2,1.389,,,,,
2,0.978,,,,,
3,2.001,,,,,
2,1.198,,,,,
3,2.12,,,,,
3,2.332,,,,,
2,1.407,,,,,
2,2.015,,,,,
2,1.011,,,,,
1,2.831,,,,,
2,1.613,,,,,
3,2.384,,,,,
2,1.233,,,,,
2,0.96,,,,,
2,2.305,,,,,
1,0.592,,,,,
1,0.668,,,,,
2,0.995,,,,,
3,8.783,,,,,
3,3.869,,,,,
1,0.812,,,,,
2,1.181,,,,,
2,1.527,,,,,
2,0.943,,,,,
2,1.072,,,,,
2,0.952,,,,,
1,0.487,,,,,
2,1.01,,,,,
1,0.519,,,,,
2,1.904,,,,,
2,1.081,,,,,
2,1.239,,,,,
1,1.683,,,,,
2,1.623,,,,,
2,1.513,,,,,
2,1.015,,,,,
2,0.947,,,,,
0,0.002,,,,,
2,1.481,,,,,
2,1.053,,,,,
2,1.18,,,,,
1,0.644,,,,,
2,0.936,,,,,
1,0.68,,,,,
1,0.799,,,,,
2,1.082,,,,,
2,2.797,,,,,
1,0.451,,,,,
1,0.432,,,,,
1,0.442,,,,,
1,0.424,,,,,
1,0.461,,,,,
1,0.669,,,,,
1,0.877,,,,,
1,0.948,,,,,
1,0.849,,,,,
1,0.914,,,,,
1,0.781,,,,,
1,0.593,,,,,
1,0.618,,,,,
1,2.656,,,,,
1,0.823,,,,,
1,0.542,,,,,
1,0.72,,,,,
1,0.325,,,,,
1,0.245,,,,,
1,4.373,,,,,
1,0.455,,,,,
1,0.743,,,,,
1,0.564,,,,,
1,0.457,,,,,
1,0.344,,,,,
1,0.693,,,,,
1,0.575,,,,,
1,0.538,,,,,
2,0.906,,,,,
2,0.701,,,,,
2,1.087,,,,,
2,1.381,,,,,
2,2.058,,,,,
2,0.933,,,,,
3,2.134,,,,,
2,0.948,,,,,
1,0.735,,,,,
2,1.074,,,,,
2,0.865,,,,,
2,1.004,,,,,
2,1.219,,,,,
3,1.202,,,,,
2,1.742,,,,,
1,0.503,,,,,
1,1.01,,,,,
2,1.531,,,,,
2,1.279,,,,,
2,1.381,,,,,
1,0.879,,,,,
2,1.186,,,,,
2,1.646,,,,,
3,1.46,,,,,
2,1.41,,,,,
2,1.754,,,,,
2,0.983,,,,,
2,1.273,,,,,
2,1.141,,,,,
1,0.734,,,,,
3,1.457,,,,,
2,2.197,,,,,
2,0.942,,,,,
2,1.875,,,,,
2,0.921,,,,,
